dim0,dim1,word,word_most_similar,coords,word_most_similar_indices
0.50887686,-0.27633265,taken,"['gone', 'given', 'took', 'brought']","(0.5088768601417542, -0.27633264660835266)","[402, 77, 322, 368]"
0.40898815,0.55879456,finds,['found'],"(0.4089881479740143, 0.5587945580482483)",[713]
-0.4198682,-0.2699818,everything,"['it', 'nothing', 'everybody', 'everyone', 'just', 'anyway', 'somebody', 'that']","(-0.41986820101737976, -0.2699818015098572)","[74, 762, 1035, 240, 179, 1093, 1009, 28]"
-0.08324696,0.12184283,far,"['much', 'south', 'well']","(-0.08324696123600006, 0.12184283137321472)","[674, 532, 193]"
0.60353035,-0.103607096,apparently,[],"(0.6035303473472595, -0.10360709577798843)",[]
0.2340061,0.4510308,magical,"['magic', 'arcane', 'items']","(0.2340061068534851, 0.45103079080581665)","[577, 330, 962]"
-0.43403718,0.28675383,bag,"['holding', 'box']","(-0.4340371787548065, 0.2867538332939148)","[429, 1181]"
0.2057973,-0.17220034,together,[],"(0.20579729974269867, -0.17220033705234528)",[]
-0.5938256,0.70569444,manage,"['manages', 'managed', 'yourself', 'catch', 'trying', 'push']","(-0.5938255786895752, 0.7056944370269775)","[601, 404, 1076, 548, 811, 484]"
0.08329612,0.052714314,lead,"['leads', 'join', 'continue', 'follow']","(0.08329612016677856, 0.05271431431174278)","[700, 1032, 374, 435]"
0.43698147,0.18458308,path,"['way', 'road', 'tunnel']","(0.4369814693927765, 0.18458308279514313)","[397, 607, 717]"
1.2742828,-0.10140431,defeated,[],"(1.2742828130722046, -0.10140430927276611)",[]
-0.33535904,-0.463349,much,"['far', 'many']","(-0.33535903692245483, -0.46334901452064514)","[665, 360]"
0.22709379,-1.1154959,knew,"['said', 'thought', 'told', 'knows', 'thinking']","(0.22709378600120544, -1.1154959201812744)","[137, 362, 261, 756, 296]"
0.8912196,-0.727107,needed,['citation'],"(0.8912196159362793, -0.7271069884300232)",[900]
-0.5478706,-0.017208608,hard,['it'],"(-0.5478705763816833, -0.017208607867360115)",[74]
1.2227185,-0.32088557,vasselheim,"['westruun', 'whitestone']","(1.2227184772491455, -0.320885568857193)","[1010, 348]"
0.38933045,-0.9728048,letter,[],"(0.3893304467201233, -0.9728047847747803)",[]
0.93039376,-0.62280625,allura,"['lady', 'kima', 'gilmore']","(0.9303937554359436, -0.6228062510490417)","[357, 957, 1043]"
1.3949658,-0.26481912,emon,"['westruun', 'city']","(1.3949657678604126, -0.26481911540031433)","[1010, 122]"
1.3370825,-0.6386308,briarwoods,"['cassandra', 'whitestone', 'briarwood']","(1.3370825052261353, -0.6386308073997498)","[386, 348, 358]"
-0.42861143,0.35763785,start,"['just', 'starts', 're']","(-0.4286114275455475, 0.35763785243034363)","[179, 560, 350]"
-0.91388303,-0.4984618,say,"['think', 'liam', 'do']","(-0.9138830304145813, -0.4984618127346039)","[311, 154, 1]"
-0.54469085,-0.41403654,send,"['message', 'bring', 'give', 'drop']","(-0.5446908473968506, -0.4140365421772003)","[992, 103, 104, 622]"
-0.39381716,-0.06131046,sense,['understand'],"(-0.39381715655326843, -0.061310458928346634)",[1131]
0.19248654,0.110628024,keeping,"['keep', 'eye', 'staying']","(0.19248653948307037, 0.11062802374362946)","[320, 115, 282]"
0.053110454,-0.24665134,able,"['trying', 'tries']","(0.053110454231500626, -0.24665133655071259)","[811, 562]"
-0.41820878,-0.18532306,isn,"['is', 'not', 'wasn']","(-0.4182087779045105, -0.1853230595588684)","[6, 66, 327]"
0.7066674,-0.41784146,secret,"['hidden', 'clasp', 'safe', 'entrance']","(0.706667423248291, -0.41784146428108215)","[711, 1019, 694, 691]"
0.61368734,1.0088621,entrance,"['cavern', 'tunnel']","(0.6136873364448547, 1.0088621377944946)","[710, 717]"
-0.085150875,1.2872834,smoke,[],"(-0.08515087515115738, 1.2872834205627441)",[]
0.18060298,0.03750969,somewhere,['place'],"(0.18060298264026642, 0.03750969097018242)",[323]
0.2894209,-0.47482026,safe,"['house', 'alive', 'stay']","(0.2894209027290344, -0.47482025623321533)","[333, 550, 260]"
0.28955486,0.49362966,heads,['head'],"(0.2895548641681671, 0.49362966418266296)",[144]
0.45779252,-0.110255346,travel,"['journey', 'road']","(0.4577925205230713, -0.11025534570217133)","[899, 607]"
0.14640701,1.0864441,trees,[],"(0.14640700817108154, 1.0864441394805908)",[]
0.1456008,0.61049235,leaves,['sees'],"(0.1456007957458496, 0.6104923486709595)",[529]
-0.36428165,-0.23124525,minutes,"['hours', 'minute', 'days', 'ten', 'hour', 'weeks', 'feet']","(-0.36428165435791016, -0.2312452495098114)","[761, 752, 174, 424, 707, 301, 33]"
0.45185226,0.8496878,leads,"['leading', 'hallway', 'opens']","(0.4518522620201111, 0.8496878147125244)","[944, 791, 1129]"
-0.5187596,0.39967355,little,['bit'],"(-0.5187596082687378, 0.39967355132102966)",[162]
-0.8264571,0.224527,sounds,['sound'],"(-0.8264570832252502, 0.2245270013809204)",[570]
0.3555173,0.18900716,creatures,[],"(0.35551729798316956, 0.18900716304779053)",[]
0.35047433,-0.7030435,live,[],"(0.3504743278026581, -0.703043520450592)",[]
-0.62322336,-0.63725775,happen,"['say', 'happens', 'mean', 'do']","(-0.6232233643531799, -0.6372577548027039)","[684, 763, 1122, 1]"
0.37210214,-0.4564283,since,"['already', 'been', 'time', 'gone']","(0.37210214138031006, -0.45642828941345215)","[949, 11, 314, 402]"
-0.17522234,-0.3701547,hour,"['hours', 'minutes', 'day']","(-0.17522233724594116, -0.3701547086238861)","[761, 699, 830]"
0.010967383,1.0950328,shape,['stone'],"(0.010967383161187172, 1.095032811164856)",[450]
0.3897731,1.0613157,area,"['center', 'space']","(0.38977310061454773, 1.061315655708313)","[51, 741]"
0.56011516,1.4342606,cavern,"['tunnel', 'chamber', 'entrance']","(0.5601151585578918, 1.434260606765747)","[717, 807, 691]"
0.3630149,0.3828174,hidden,['secret'],"(0.36301490664482117, 0.3828173875808716)",[690]
-0.1469984,-0.50300634,haven,"['ve', 'have', 'already', 'had', 'yet', 'seen']","(-0.14699840545654297, -0.5030063390731812)","[403, 97, 949, 125, 558, 224]"
0.81723905,-0.05206412,found,"['discovered', 'finding', 'find', 'encountered', 'finds']","(0.8172390460968018, -0.05206412076950073)","[855, 367, 326, 905, 663]"
-0.23336825,1.4668735,rock,['stone'],"(-0.23336824774742126, 1.4668735265731812)",[450]
-0.2146176,-0.009130902,strong,[],"(-0.21461759507656097, -0.009130901657044888)",[]
0.10289549,0.17521457,couple,"['few', 'number', 'two', 'several', 'some', 'five', 'bunch']","(0.10289549082517624, 0.17521457374095917)","[216, 376, 30, 45, 148, 446, 1065]"
0.22250554,1.2217215,tunnel,"['hallway', 'cavern']","(0.22250553965568542, 1.2217215299606323)","[791, 710]"
-0.21032105,-0.63258034,might,"['would', 'may', 'could', 'should', 'wouldn', 'will', 'seems']","(-0.21032105386257172, -0.6325803399085999)","[71, 183, 259, 57, 724, 541, 229]"
0.38339922,-0.43811303,order,[],"(0.38339921832084656, -0.4381130337715149)",[]
0.44984528,0.791932,larger,['more'],"(0.4498452842235565, 0.7919319868087769)",[92]
0.10407882,0.9942986,inside,['outside'],"(0.10407882183790207, 0.9942985773086548)",[609]
0.24777101,1.4122505,tall,"['foot', 'wide']","(0.2477710098028183, 1.4122505187988281)","[486, 952]"
-0.8212244,-0.18931028,doesn,"['does', 'didn', 'don', 'won', 'not', 'wouldn', 'mean']","(-0.8212243914604187, -0.18931028246879578)","[65, 133, 512, 754, 66, 724, 1122]"
-0.529059,-0.7347456,wouldn,"['would', 'don', 'won', 'not', 'didn', 'never', 'cannot', 'might']","(-0.5290589928627014, -0.7347456216812134)","[71, 512, 754, 66, 133, 185, 766, 718]"
-0.09942121,-0.29516983,quite,"['but', 'too', 'actually']","(-0.09942121058702469, -0.2951698303222656)","[120, 459, 801]"
-0.65219635,0.025727745,put,"['putting', 'give', 'bring', 'get']","(-0.6521963477134705, 0.02572774514555931)","[812, 104, 103, 199]"
-0.34499848,0.53953606,cover,[],"(-0.34499847888946533, 0.5395360589027405)",[]
-0.9453643,-0.4926458,really,"['pretty', 'too', 'real']","(-0.9453642964363098, -0.492645800113678)","[1047, 459, 954]"
-0.618298,0.5606232,low,[],"(-0.6182979941368103, 0.5606232285499573)",[]
-0.16331302,-0.49404523,spells,"['level', 'spell']","(-0.16331301629543304, -0.494045227766037)","[909, 438]"
-0.19655678,-0.96678984,needs,"['wants', 'need', 'wanted']","(-0.19655677676200867, -0.9667898416519165)","[747, 203, 1003]"
0.532869,-0.32214352,conversation,[],"(0.5328689813613892, -0.3221435248851776)",[]
-0.34726354,-0.23876198,happening,"['doing', 'happens', 'happened', 'happen', 'here']","(-0.34726354479789734, -0.23876197636127472)","[646, 763, 936, 705, 102]"
0.71324193,0.51597047,entity,"['creature', 'evil']","(0.7132419347763062, 0.5159704685211182)","[1033, 109]"
-0.8579547,-0.7498982,good,"['bad', 'great']","(-0.8579546809196472, -0.7498981952667236)","[373, 972]"
-0.88819295,0.05298778,natural,"['rolled', 'plus', 'wow']","(-0.8881929516792297, 0.052987780421972275)","[1046, 1120, 1100]"
-0.4517974,-0.15871121,getting,"['get', 'running', 'putting', 'ready', 'taking']","(-0.45179739594459534, -0.15871120989322662)","[199, 390, 812, 312, 599]"
0.027624113,0.7985137,force,['poison'],"(0.027624113485217094, 0.7985137104988098)",[1061]
-0.28574896,-0.25198704,even,"['but', 'though', 'because']","(-0.2857489585876465, -0.2519870400428772)","[120, 195, 816]"
0.046214428,0.93341815,darkness,[],"(0.046214427798986435, 0.9334181547164917)",[]
0.03797207,0.86042005,space,"['area', 'chamber', 'room']","(0.03797207027673721, 0.8604200482368469)","[709, 807, 241]"
-0.10909434,-0.28426355,less,"['more', 'than', 'better']","(-0.10909433662891388, -0.284263551235199)","[92, 547, 746]"
0.19144922,-0.23109388,earlier,"['previously', 'last', 'already', 'before', 'had']","(0.19144922494888306, -0.2310938835144043)","[439, 380, 949, 302, 125]"
-0.16800122,1.197411,neck,"['face', 'chest']","(-0.1680012196302414, 1.1974109411239624)","[552, 604]"
-0.08259128,-0.93788874,care,['tell'],"(-0.08259128034114838, -0.9378887414932251)",[778]
-0.3765379,-0.81500524,better,"['more', 'than', 'less']","(-0.37653788924217224, -0.8150052428245544)","[92, 547, 742]"
-0.30175376,-0.8141349,wants,"['wanted', 'needs', 'asks', 'want', 'knows', 'need']","(-0.3017537593841553, -0.8141348958015442)","[1003, 731, 476, 3, 756, 203]"
-0.17673723,-0.106813684,watching,"['waiting', 'whispers']","(-0.1767372339963913, -0.10681368410587311)","[863, 1156]"
0.29005086,0.28723904,heading,"['north', 'walking', 'towards']","(0.2900508642196655, 0.28723904490470886)","[996, 656, 332]"
0.0023109114,0.559983,notice,"['see', 'glance', 'approach', 'watch', 'noticed', 'recognize', 'seeing']","(0.002310911426320672, 0.5599830150604248)","[299, 1179, 947, 657, 948, 870, 460]"
-0.512669,-0.28073245,sleep,"['bed', 'leave', 'stay']","(-0.512669026851654, -0.2807324528694153)","[885, 431, 260]"
-0.7468387,-0.043444604,minute,"['minutes', 'moment', 'time']","(-0.7468386888504028, -0.04344460368156433)","[699, 252, 314]"
-0.67995423,-0.13591945,sneak,"['attack', 'get']","(-0.6799542307853699, -0.135919451713562)","[520, 199]"
-0.5779202,-0.6215271,won,"['will', 'didn', 'could', 'll', 'can', 'doesn', 'don', 'wouldn']","(-0.5779201984405518, -0.6215270757675171)","[541, 133, 259, 630, 499, 723, 512, 724]"
-1.1140692,0.16022728,points,"['damage', 'total']","(-1.1140692234039307, 0.16022728383541107)","[635, 988]"
-0.05592049,-0.7563263,knows,"['knew', 'asks', 'says', 'know', 'tell', 'wants']","(-0.05592048913240433, -0.7563263177871704)","[675, 476, 297, 136, 778, 747]"
-0.68111306,-0.13700286,thing,"['guy', 'taliesin']","(-0.681113064289093, -0.1370028555393219)","[1125, 1014]"
-0.40099436,-0.23537944,except,['everyone'],"(-0.40099436044692993, -0.2353794425725937)",[240]
0.14562559,0.3246393,different,"['other', 'these']","(0.14562559127807617, 0.32463929057121277)","[266, 87]"
-0.5252261,-0.14744146,maybe,"['probably', 'guess']","(-0.5252261161804199, -0.14744146168231964)","[171, 1154]"
-0.18302907,-0.34300467,hours,"['days', 'minutes', 'weeks', 'hour', 'day']","(-0.18302907049655914, -0.34300467371940613)","[174, 699, 301, 707, 830]"
-0.3719436,-0.041865353,nothing,"['anything', 'anybody', 'something', 'everything', 'anyone', 'else', 'no']","(-0.3719435930252075, -0.04186535254120827)","[289, 1017, 530, 664, 325, 454, 453]"
-0.78839636,-0.3749633,happens,"['happened', 'happening', 'happen', 'do', 'doing', 'wait', 'will', 'say']","(-0.7883963584899902, -0.37496331334114075)","[936, 733, 705, 1, 646, 539, 541, 684]"
0.5996376,0.6717441,strange,[],"(0.5996376276016235, 0.6717441082000732)",[]
-0.3518165,0.8288644,cold,['poison'],"(-0.3518165051937103, 0.8288643956184387)",[1061]
-0.33751985,-0.12099995,cannot,"['can', 'could', 'must', 'won', 'wouldn', 'will', 'would', 'll']","(-0.3375198543071747, -0.12099994719028473)","[499, 259, 514, 754, 724, 541, 71, 630]"
-0.107657164,-0.01710366,seem,"['appear', 'seems']","(-0.10765716433525085, -0.017103660851716995)","[425, 229]"
0.34968266,-0.8451448,discuss,['brian'],"(0.34968265891075134, -0.8451448082923889)",[1190]
-0.3450322,-0.63521576,idea,"['problem', 'plan']","(-0.3450321853160858, -0.6352157592773438)","[292, 1029]"
0.286257,0.22702985,gather,"['gathered', 'begin']","(0.2862569987773895, 0.22702984511852264)","[842, 82]"
-0.18108474,0.5535055,table,['bed'],"(-0.1810847371816635, 0.5535054802894592)",[885]
0.90687096,0.29716736,crest,['whitestone'],"(0.90687096118927, 0.2971673607826233)",[348]
-0.7646268,-0.47648436,drink,['food'],"(-0.7646268010139465, -0.47648435831069946)",[810]
0.52629304,0.8767636,white,"['black', 'blue', 'red', 'green', 'gray']","(0.5262930393218994, 0.8767635822296143)","[38, 37, 159, 932, 1024]"
0.11247868,-0.13767971,used,"['using', 'use', 'able']","(0.11247868090867996, -0.13767971098423004)","[580, 503, 688]"
-0.39325988,0.45844218,hide,"['move', 'leave', 'cover']","(-0.3932598829269409, 0.45844218134880066)","[268, 431, 727]"
-0.11925927,1.5324186,faint,[],"(-0.11925926804542542, 1.5324186086654663)",[]
-0.4610995,-0.80696434,tell,"['told', 'ask', 'trust', 'remember', 'talk']","(-0.4610995054244995, -0.8069643378257751)","[261, 799, 805, 134, 649]"
0.1037611,1.1127237,doors,['door'],"(0.10376109927892685, 1.112723708152771)",[566]
-0.52165705,-0.0126911225,unfortunately,"['but', 'effect', 'because', 'no', 'enough', 'correct', 'actually']","(-0.5216570496559143, -0.012691122479736805)","[120, 1161, 816, 453, 96, 1102, 801]"
-0.067746915,0.73049957,steps,"['walks', 'runs', 'step']","(-0.06774691492319107, 0.7304995656013489)","[647, 196, 605]"
0.7751907,0.98373264,central,['center'],"(0.7751907110214233, 0.9837326407432556)",[51]
0.4877918,0.62328124,series,"['various', 'number']","(0.4877918064594269, 0.6232812404632568)","[491, 376]"
0.54197556,1.2984306,walls,[],"(0.5419755578041077, 1.2984305620193481)",[]
0.28655156,1.4053962,bits,['elements'],"(0.2865515649318695, 1.4053962230682373)",[896]
-0.65695614,-0.022570103,pick,"['catch', 'next']","(-0.656956136226654, -0.022570103406906128)","[548, 264]"
-1.0075483,-0.90366465,hello,"['welcome', 'hey']","(-1.0075483322143555, -0.9036646485328674)","[1068, 1086]"
0.020374049,0.7911281,shift,[],"(0.020374048501253128, 0.7911280989646912)",[]
0.29087773,-0.19727397,old,['woman'],"(0.29087772965431213, -0.19727396965026855)",[164]
-0.022181107,-0.35415202,person,"['only', 'thing']","(-0.022181106731295586, -0.35415202379226685)","[388, 757]"
0.20079938,1.253168,hallway,"['tunnel', 'chamber', 'room']","(0.2007993757724762, 1.253167986869812)","[717, 807, 241]"
-0.10937451,0.722053,direction,"['towards', 'corner', 'heading']","(-0.1093745082616806, 0.7220529913902283)","[332, 531, 749]"
0.5281555,-0.27542162,came,"['coming', 'come', 'went', 'brought', 'were', 'did']","(0.528155505657196, -0.2754216194152832)","[366, 207, 249, 368, 140, 298]"
-0.15330322,0.60304743,single,['every'],"(-0.15330322086811066, 0.6030474305152893)",[808]
-0.39548814,-0.080741376,case,['put'],"(-0.3954881429672241, -0.08074137568473816)",[726]
0.5005129,-0.55398256,dungeons,"['dragons', 'play']","(0.5005128979682922, -0.5539825558662415)","[341, 989]"
-0.25336868,0.15088627,stand,"['walk', 'move', 'pick']","(-0.25336867570877075, 0.15088626742362976)","[653, 268, 786]"
-0.71966034,-0.61141115,save,"['saving', 'wisdom', 'throw', 'constitution']","(-0.7196603417396545, -0.6114111542701721)","[1045, 1184, 462, 1138]"
-0.31690788,-0.85689646,ask,"['asking', 'tell', 'asked', 'asks', 'talk', 'questions']","(-0.3169078826904297, -0.8568964600563049)","[533, 778, 246, 476, 649, 860]"
0.9703966,0.08427375,delilah,"['briarwood', 'lady', 'cassandra', 'briarwoods', 'vecna']","(0.9703965783119202, 0.08427374809980392)","[358, 357, 386, 682, 827]"
-0.55501205,0.015417192,actually,"['it', 'that', 'but', 'just', 'mean', 'because']","(-0.555012047290802, 0.015417192131280899)","[74, 28, 120, 179, 1122, 816]"
-0.03357275,0.13433503,release,['bolt'],"(-0.03357274830341339, 0.13433502614498138)",[506]
-0.913102,-0.46696505,let,"['want', 'll', 'gonna', 'should', 'will']","(-0.9131019711494446, -0.46696504950523376)","[3, 630, 1196, 57, 541]"
-0.3468345,-0.79289067,always,[],"(-0.3468345105648041, -0.7928906679153442)",[]
-0.1578747,-1.2142348,trust,"['tell', 'understand']","(-0.1578747034072876, -1.2142348289489746)","[778, 1131]"
0.8654081,-0.7850958,met,"['encountered', 'meeting', 'joined', 'told']","(0.8654081225395203, -0.7850958108901978)","[905, 975, 971, 261]"
0.6240097,1.1663738,chamber,"['hallway', 'cavern', 'room', 'tunnel']","(0.6240097284317017, 1.1663738489151)","[791, 710, 241, 717]"
-0.40146992,-0.28480628,every,"['next', 'single', 'whole']","(-0.4014699161052704, -0.2848062813282013)","[264, 794, 286]"
0.06259054,-0.7486794,telling,"['told', 'tells', 'asking', 'saying', 'tell']","(0.06259053945541382, -0.7486793994903564)","[261, 212, 533, 130, 778]"
-0.1936782,-0.3019077,food,"['drink', 'money']","(-0.19367820024490356, -0.3019076883792877)","[773, 937]"
-0.43280762,-0.073328175,trying,"['going', 'try', 'able', 'tried', 'manage', 'tries']","(-0.4328076243400574, -0.0733281746506691)","[141, 574, 688, 968, 670, 562]"
-0.36207664,0.10997255,putting,"['put', 'getting', 'holding', 'pulling', 'giving']","(-0.36207664012908936, 0.10997255146503448)","[726, 737, 429, 1153, 126]"
-0.19994001,-0.76110196,show,[],"(-0.1999400109052658, -0.7611019611358643)",[]
0.9572733,-0.4947164,during,['after'],"(0.9572733044624329, -0.4947164058685303)",[123]
0.9524012,-0.16003665,elves,[],"(0.9524012207984924, -0.16003665328025818)",[]
-0.5937886,-0.25979048,because,"['but', 'actually', 'so', 'though', 'technically', 'already', 'cause']","(-0.5937886238098145, -0.25979048013687134)","[120, 801, 267, 195, 1031, 949, 1123]"
0.5329114,-0.35097682,world,['exandria'],"(0.5329114198684692, -0.350976824760437)",[824]
0.5916819,-0.1335615,dangerous,['powerful'],"(0.5916818976402283, -0.13356150686740875)",[829]
0.2510995,0.7857445,elemental,"['fire', 'plane', 'earth', 'ashari']","(0.25109949707984924, 0.7857444882392883)","[463, 108, 825, 895]"
0.81201494,-0.20639966,created,[],"(0.8120149374008179, -0.20639966428279877)",[]
0.85599804,0.89522403,beneath,"['underneath', 'below']","(0.8559980392456055, 0.8952240347862244)","[451, 946]"
0.8850318,-0.19858716,prime,['material'],"(0.8850318193435669, -0.19858716428279877)",[823]
0.8524485,0.58648115,material,"['plane', 'prime']","(0.8524485230445862, 0.5864811539649963)","[108, 822]"
1.3176924,-0.017584963,exandria,[],"(1.3176923990249634, -0.017584962770342827)",[]
0.3526286,1.0859216,earth,"['elemental', 'plane']","(0.35262858867645264, 1.0859216451644897)","[819, 108]"
0.63238347,0.89762414,mountain,"['base', 'mountains']","(0.6323834657669067, 0.897624135017395)","[923, 852]"
1.2190729,-0.28961387,vecna,[],"(1.219072937965393, -0.28961387276649475)",[]
0.4502689,-0.122004956,finally,['first'],"(0.4502688944339752, -0.12200495600700378)",[223]
0.6366671,-0.38974708,powerful,['dangerous'],"(0.6366670727729797, -0.38974708318710327)",[818]
0.20037736,-0.6656504,day,"['night', 'hours', 'hour', 'time', 'morning', 'days']","(0.20037735998630524, -0.6656504273414612)","[338, 761, 707, 314, 536, 174]"
0.049083386,-0.07447974,create,[],"(0.04908338561654091, -0.07447973638772964)",[]
-0.54910046,-0.6363106,god,['oh'],"(-0.5491004586219788, -0.6363105773925781)",[342]
0.48201132,0.19947028,mage,[],"(0.4820113182067871, 0.19947028160095215)",[]
-0.053734675,-0.5599391,means,"['possible', 'possibly']","(-0.0537346750497818, -0.5599390864372253)","[371, 1134]"
1.2753304,-0.23232722,xhorhas,"['dynasty', 'kryn', 'empire', 'dwendalian']","(1.2753304243087769, -0.23232722282409668)","[848, 85, 128, 127]"
1.3692275,-0.5421059,wildemount,[],"(1.3692275285720825, -0.5421059131622314)",[]
0.87855744,0.45747405,built,[],"(0.8785574436187744, 0.4574740529060364)",[]
0.8010795,-0.25168517,war,"['dwendalian', 'empire']","(0.801079511642456, -0.25168517231941223)","[127, 128]"
-0.18481684,0.53765386,blow,"['killing', 'twice']","(-0.18481683731079102, 0.5376538634300232)","[632, 585]"
0.7798461,-0.5959135,knowledge,['power'],"(0.7798460721969604, -0.5959135293960571)",[502]
0.57167363,0.63277733,gate,"['divine', 'beyond', 'door', 'wall']","(0.5716736316680908, 0.6327773332595825)","[14, 980, 566, 146]"
0.65190727,0.50014627,gathered,['gather'],"(0.6519072651863098, 0.5001462697982788)",[770]
1.0562916,-0.7442419,events,[],"(1.0562915802001953, -0.7442418932914734)",[]
1.0222014,0.007948079,raven,['queen'],"(1.022201418876648, 0.007948079146444798)",[20]
0.8713533,0.92097974,tower,['cavern'],"(0.8713533282279968, 0.9209797382354736)",[710]
0.49291542,-0.9870442,campaign,"['episode', 'critical']","(0.49291542172431946, -0.9870442152023315)","[345, 155]"
1.0870798,-0.790937,relationship,[],"(1.0870797634124756, -0.7909370064735413)",[]
1.2667514,-0.2548326,dynasty,"['kryn', 'empire', 'xhorhas']","(1.2667514085769653, -0.25483259558677673)","[85, 128, 835]"
-0.509375,-0.5867315,works,"['work', 'do']","(-0.5093749761581421, -0.586731493473053)","[204, 1]"
0.056074996,-0.21628606,mine,['kraghammer'],"(0.056074995547533035, -0.2162860631942749)",[221]
0.7534592,-0.3095888,traveling,['heading'],"(0.7534592151641846, -0.30958878993988037)",[749]
1.2600816,0.87039256,mountains,[],"(1.2600816488265991, 0.8703925609588623)",[]
-0.5719695,0.13191064,your,"['my', 'its', 'our', 'you', 'yourself', 'his', 'their']","(-0.5719695091247559, 0.13191063702106476)","[343, 73, 1034, 2, 1076, 116, 54]"
-0.12300598,-0.38557282,times,"['days', 'months', 'weeks']","(-0.12300597876310349, -0.3855728209018707)","[174, 217, 301]"
1.3169618,-0.2711714,discovered,"['found', 'encountered', 'revealed']","(1.3169617652893066, -0.2711713910102844)","[713, 905, 383]"
-0.12963039,-0.35708213,terrible,"['bad', 'great', 'good', 'crazy']","(-0.12963038682937622, -0.3570821285247803)","[373, 972, 735, 142]"
-0.2117513,0.041737843,nott,"['caleb', 'beau', 'jester', 'fjord', 'yasha', 'caduceus', 'molly', 'keg', 'beauregard']","(-0.2117512971162796, 0.04173784330487251)","[211, 861, 858, 111, 859, 876, 1004, 1173, 991]"
-0.01622729,-0.16242336,jester,"['nott', 'beau', 'caleb', 'caduceus', 'fjord', 'yasha', 'molly', 'beauregard', 'twiggy']","(-0.01622729003429413, -0.16242335736751556)","[857, 861, 211, 876, 111, 859, 1004, 991, 1198]"
-0.104442276,-0.06609947,yasha,"['fjord', 'beau', 'molly', 'nott', 'caduceus', 'caleb', 'jester', 'obann', 'beauregard', 'keg']","(-0.10444227606058121, -0.06609947234392166)","[111, 861, 1004, 857, 876, 211, 858, 124, 991, 1173]"
0.12961586,-0.9246932,questions,"['ask', 'asking', 'question']","(0.12961585819721222, -0.92469322681427)","[799, 533, 890]"
-0.13341671,-0.018904282,beau,"['nott', 'caleb', 'jester', 'fjord', 'yasha', 'molly', 'caduceus', 'beauregard', 'keg']","(-0.13341671228408813, -0.01890428178012371)","[857, 211, 858, 111, 859, 1004, 876, 991, 1173]"
-1.0866088,-0.5277615,yes,"['yeah', 'laughter', 'laughs', 'okay']","(-1.0866087675094604, -0.5277615189552307)","[1094, 1050, 1146, 1090]"
-0.08411255,-0.018874645,waiting,"['staying', 'watching', 'sitting', 'standing', 'there']","(-0.08411254733800888, -0.018874645233154297)","[282, 748, 1164, 243, 208]"
-0.13382508,1.0111024,window,"['glass', 'hole', 'door']","(-0.13382507860660553, 1.0111024379730225)","[933, 1117, 566]"
0.28695503,-0.7839141,friend,"['friends', 'name']","(0.2869550287723541, -0.7839140892028809)","[606, 181]"
0.40018168,-0.55611366,notes,"['book', 'books', 'research', 'reading']","(0.40018168091773987, -0.5561136603355408)","[867, 916, 910, 1180]"
0.07165799,-0.3335856,book,"['books', 'notes', 'reading']","(0.07165799289941788, -0.33358559012413025)","[916, 866, 1180]"
0.9469922,-0.10082108,king,[],"(0.9469922184944153, -0.10082107782363892)",[]
-0.062205777,-0.29883868,disguise,['self'],"(-0.06220577657222748, -0.29883867502212524)",[399]
-0.03587426,-0.26983455,recognize,"['trust', 'notice', 'tell']","(-0.03587425872683525, -0.2698345482349396)","[805, 750, 778]"
0.55073345,0.6546817,similar,[],"(0.5507334470748901, 0.6546816825866699)",[]
1.0539434,-0.6166025,zadash,"['rexxentrum', 'nicodranas', 'cobalt']","(1.053943395614624, -0.6166024804115295)","[984, 205, 1041]"
0.45402557,-0.2771083,story,"['game', 'year', 'campaign']","(0.4540255665779114, -0.2771083116531372)","[930, 938, 846]"
-0.13272409,-0.05609931,either,"['or', 'actually', 'any', 'something']","(-0.1327240914106369, -0.056099310517311096)","[8, 801, 257, 530]"
-0.5317237,-1.0402598,love,"['amazing', 'thank']","(-0.53172367811203, -1.040259838104248)","[1055, 1051]"
0.07716879,-0.0838385,caduceus,"['fjord', 'jester', 'caleb', 'beau', 'nott', 'yasha', 'molly', 'beauregard']","(0.0771687924861908, -0.08383850008249283)","[111, 858, 211, 861, 857, 859, 1004, 991]"
0.50728476,-0.6744692,gentleman,[],"(0.5072847604751587, -0.6744691729545593)",[]
0.75870234,-1.0307142,father,['mother'],"(0.7587023377418518, -1.0307141542434692)",[879]
0.68495154,-0.86196625,mother,"['father', 'brother']","(0.6849515438079834, -0.8619662523269653)","[878, 626]"
0.4732354,0.84132296,nearby,[],"(0.4732353985309601, 0.8413229584693909)",[]
-0.24018447,1.0384015,water,['air'],"(-0.2401844710111618, 1.038401484489441)",[166]
0.6986324,-0.62018615,uk,"['otoa', 'vandran']","(0.6986324191093445, -0.6201861500740051)","[883, 1185]"
0.6485534,-0.7126533,otoa,"['uk', 'vandran']","(0.6485533714294434, -0.7126532793045044)","[882, 1185]"
-0.49364042,0.76736146,pain,['impact'],"(-0.4936404228210449, 0.7673614621162415)",[1142]
-0.21800044,0.3509772,bed,"['sleep', 'room', 'table']","(-0.21800044178962708, 0.35097721219062805)","[751, 241, 771]"
0.7775547,-0.8849033,yeza,['nott'],"(0.7775546908378601, -0.8849033117294312)",[857]
-0.36689314,0.53209436,ring,[],"(-0.36689314246177673, 0.5320943593978882)",[]
